name,label,author_id,type
左轩尘,电子科技大学通信与信息工程学院,1619,person
王超杰,北京信息科技大学高动态导航技术北京市重点实验室,1620,person
苏中,北京信息科技大学高动态导航技术北京市重点实验室,1621,person
连晓峰,北京信息科技大学高动态导航技术北京市重点实验室,1622,person
赵旭,北京信息科技大学高动态导航技术北京市重点实验室,1623,person
闫林林,中国科学院沈阳自动化研究所机器人学国家重点实验室,1624,person
徐方,中国科学院沈阳自动化研究所机器人学国家重点实验室,1625,person
贾凯,中国科学院沈阳自动化研究所机器人学国家重点实验室,1626,person
邹风山,中国科学院沈阳自动化研究所机器人学国家重点实验室,1627,person
温素芳,内蒙古工业大学电力学院,1628,person
郭光耀,鄂尔多斯市源盛光电有限责任公司,1629,person
李月,北京理工大学机电学院,1630,person
高峻峣,北京理工大学机电学院,1631,person
赵靖超,北京理工大学机电学院,1632,person
刘轶,北京理工大学机电学院,1633,person
韩亮亮,电子科技大学通信与信息工程学院,1634,person
王佳佳,西南交通大学电气工程学院,1635,person
马磊,西南交通大学电气工程学院,1636,person
韩晓霞,西南交通大学电气工程学院,1637,person
徐智豪,西南交通大学电气工程学院,1638,person
左韬,武汉科技大学信息科学与工程学院,1639,person
闵华松,武汉科技大学信息科学与工程学院,1640,person
张雄希,武汉科技大学信息科学与工程学院,1641,person
吴俊君,广东食品药品职业学院软件学院,1642,person
杨丹,南昌大学信息工程学院,1643,person
刘小平,南昌大学信息工程学院,1644,person
胡凌燕,南昌大学信息工程学院,1645,person
黄海卫,常州大学信息科学与工程学院,1646,person
孔令成,中国科学院合肥物质科学研究院,1647,person
谭治英,常州先进制造研究所,1648,person
王雪瑞,河南工程学院计算机学院,1649,person
周岩,河南工程学院计算机学院,1650,person
毛丽民,常熟理工学院电气与自动化工程学院,1651,person
朱培逸,常熟理工学院电气与自动化工程学院,1652,person
卢振利,常熟理工学院电气与自动化工程学院,1653,person
彭伟伟,常熟理工学院电气与自动化工程学院,1654,person
郑伟勇,河南工程学院计算机学院,1655,person
李艳玮,河南工程学院计算机学院,1656,person
王旭辉,河南工程学院计算机学院,1657,person
梁付新,山东大学控制科学与工程学院,1658,person
刘洪彬,山东大学控制科学与工程学院,1659,person
张福雷,山东大学控制科学与工程学院,1660,person
常发亮,山东大学控制科学与工程学院,1661,person
于振中,江南大学物联网工程学院,1662,person
蔡楷倜,江南大学物联网工程学院,1663,person
常天莉,广东工业大学自动化学院,1664,person
黄浩晖,广东工业大学自动化学院,1665,person
